클러스터 수 : 56
스킨 인덱스
(37,  38,  0,  0)
(37,  38,  0,  0)
(37,  38,  0,  0)
(37,  38,  0,  0)
(37,  38,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(3,  2,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  2,  0,  0)
(3,  2,  0,  0)
(3,  2,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(3,  2,  0,  0)
(3,  2,  0,  0)
(3,  0,  0,  0)
(3,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(37,  38,  0,  0)
(37,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(2,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
(39,  0,  0,  0)
