(-0.038780,  0.715807,  0.422469),  (0.105830,  0.712766)
(-0.282344,  0.669757,  0.314883),  (0.133100,  0.756437)
(-0.217049,  0.805659,  0.167398),  (0.177695,  0.732895)
(-0.217049,  0.805659,  0.167398),  (0.177695,  0.732895)
(-0.051169,  0.796924,  0.242277),  (0.157549,  0.702795)
(-0.038780,  0.715807,  0.422469),  (0.105830,  0.712766)
(-0.217049,  0.805659,  0.167398),  (0.177695,  0.732895)
(-0.282344,  0.669757,  0.314883),  (0.133100,  0.756437)
(-0.427698,  0.665011,  0.118027),  (0.165299,  0.784432)
(-0.427698,  0.665011,  0.118027),  (0.165299,  0.784432)
(-0.293750,  0.824775,  0.058340),  (0.197205,  0.748625)
(-0.217049,  0.805659,  0.167398),  (0.177695,  0.732895)
(-0.427698,  0.665011,  0.118027),  (0.165299,  0.784432)
(-0.427698,  0.665011,  -0.125302),  (0.200488,  0.804009)
(-0.293750,  0.824775,  -0.076462),  (0.217931,  0.760849)
(-0.293750,  0.824775,  -0.076462),  (0.217931,  0.760849)
(-0.293750,  0.824775,  0.058340),  (0.197205,  0.748625)
(-0.427698,  0.665011,  0.118027),  (0.165299,  0.784432)
(-0.427698,  0.665011,  -0.125302),  (0.200488,  0.804009)
(-0.282344,  0.669757,  -0.322158),  (0.237173,  0.814476)
(-0.217049,  0.805659,  -0.185519),  (0.239479,  0.769913)
(-0.217049,  0.805659,  -0.185519),  (0.239479,  0.769913)
(-0.293750,  0.824775,  -0.076462),  (0.217931,  0.760849)
(-0.427698,  0.665011,  -0.125302),  (0.200488,  0.804009)
(-0.217049,  0.805659,  -0.185519),  (0.239479,  0.769913)
(-0.282344,  0.669757,  -0.322158),  (0.237173,  0.814476)
(-0.064868,  0.686224,  -0.419793),  (0.271732,  0.816812)
(-0.064868,  0.686224,  -0.419793),  (0.271732,  0.816812)
(-0.074830,  0.807149,  -0.246953),  (0.266798,  0.772353)
(-0.217049,  0.805659,  -0.185519),  (0.239479,  0.769913)
(-0.074830,  0.807149,  -0.246953),  (0.266798,  0.772353)
(-0.064868,  0.686224,  -0.419793),  (0.271732,  0.816812)
(0.193384,  0.723487,  -0.382905),  (0.310045,  0.808374)
(0.193384,  0.723487,  -0.382905),  (0.310045,  0.808374)
(0.155128,  0.858047,  -0.239054),  (0.309775,  0.768470)
(-0.074830,  0.807149,  -0.246953),  (0.266798,  0.772353)
(0.155128,  0.858047,  -0.239054),  (0.309775,  0.768470)
(0.193384,  0.723487,  -0.382905),  (0.310045,  0.808374)
(0.307482,  0.802372,  -0.186048),  (0.334422,  0.777877)
(0.307482,  0.802372,  -0.186048),  (0.334422,  0.777877)
(0.231828,  0.838931,  -0.129997),  (0.329819,  0.759937)
(0.155128,  0.858047,  -0.239054),  (0.309775,  0.768470)
(0.307482,  0.802372,  -0.186048),  (0.334422,  0.777877)
(0.309141,  0.802372,  0.134223),  (0.378904,  0.745597)
(0.232059,  0.838845,  0.058341),  (0.355323,  0.737254)
(0.232059,  0.838845,  0.058341),  (0.355323,  0.737254)
(0.231828,  0.838931,  -0.129997),  (0.329819,  0.759937)
(0.307482,  0.802372,  -0.186048),  (0.334422,  0.777877)
(0.309141,  0.802372,  0.134223),  (0.378904,  0.745597)
(0.196408,  0.723487,  0.347276),  (0.422133,  0.729368)
(0.134926,  0.852343,  0.200621),  (0.378583,  0.714010)
(0.134926,  0.852343,  0.200621),  (0.378583,  0.714010)
(0.232059,  0.838845,  0.058341),  (0.355323,  0.737254)
(0.309141,  0.802372,  0.134223),  (0.378904,  0.745597)
(0.196408,  0.723487,  0.347276),  (0.422133,  0.729368)
(-0.038780,  0.715807,  0.422469),  (0.446903,  0.690157)
(-0.051169,  0.796924,  0.242277),  (0.392163,  0.678492)
(-0.051169,  0.796924,  0.242277),  (0.392163,  0.678492)
(0.134926,  0.852343,  0.200621),  (0.378583,  0.714010)
(0.196408,  0.723487,  0.347276),  (0.422133,  0.729368)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.309485,  0.352287,  0.380576),  (0.084432,  0.819064)
(-0.029466,  0.332744,  0.500000),  (0.032960,  0.789258)
(-0.029466,  0.332744,  0.500000),  (0.032960,  0.789258)
(-0.029466,  0.122761,  0.500000),  (0.006740,  0.843280)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.485583,  0.352287,  0.142657),  (0.130904,  0.850034)
(-0.309485,  0.352287,  0.380576),  (0.084432,  0.819064)
(-0.309485,  0.352287,  0.380576),  (0.084432,  0.819064)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.485583,  0.352287,  -0.151427),  (0.178754,  0.874425)
(-0.485583,  0.352287,  0.142657),  (0.130904,  0.850034)
(-0.485583,  0.352287,  0.142657),  (0.130904,  0.850034)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.309485,  0.352287,  -0.389345),  (0.228420,  0.889830)
(-0.485583,  0.352287,  -0.151427),  (0.178754,  0.874425)
(-0.485583,  0.352287,  -0.151427),  (0.178754,  0.874425)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(-0.052550,  0.332744,  -0.500000),  (0.274579,  0.900676)
(-0.309485,  0.352287,  -0.389345),  (0.228420,  0.889830)
(-0.309485,  0.352287,  -0.389345),  (0.228420,  0.889830)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(0.318250,  0.332744,  -0.442881),  (0.339185,  0.896462)
(-0.052550,  0.332744,  -0.500000),  (0.274579,  0.900676)
(-0.052550,  0.332744,  -0.500000),  (0.274579,  0.900676)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.497335,  0.364267,  -0.204962),  (0.383192,  0.873840)
(0.318250,  0.332744,  -0.442881),  (0.339185,  0.896462)
(0.318250,  0.332744,  -0.442881),  (0.339185,  0.896462)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.500000,  0.364267,  0.171205),  (0.438436,  0.838202)
(0.497335,  0.364267,  -0.204962),  (0.383192,  0.873840)
(0.497335,  0.364267,  -0.204962),  (0.383192,  0.873840)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.308489,  0.101442,  0.409123),  (0.511782,  0.852495)
(0.320915,  0.332744,  0.409123),  (0.481627,  0.807752)
(0.500000,  0.364267,  0.171205),  (0.438436,  0.838202)
(0.500000,  0.364267,  0.171205),  (0.438436,  0.838202)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.308489,  0.101442,  0.409123),  (0.511782,  0.852495)
(-0.029466,  0.122761,  0.500000),  (0.565803,  0.810046)
(-0.029466,  0.332744,  0.500000),  (0.531209,  0.758723)
(0.320915,  0.332744,  0.409123),  (0.481627,  0.807752)
(0.320915,  0.332744,  0.409123),  (0.481627,  0.807752)
(0.308489,  0.101442,  0.409123),  (0.511782,  0.852495)
(-0.029466,  0.122761,  0.500000),  (0.565803,  0.810046)
(-0.238053,  0.000000,  0.233534),  (0.050560,  0.914096)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.029466,  0.122761,  0.500000),  (0.006740,  0.843280)
(-0.029466,  0.122761,  0.500000),  (0.006740,  0.843280)
(-0.029466,  0.003354,  0.318246),  (0.004219,  0.894347)
(-0.238053,  0.000000,  0.233534),  (0.050560,  0.914096)
(-0.346888,  0.000000,  0.086492),  (0.095617,  0.939605)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.323902,  0.106833,  0.380576),  (0.061346,  0.873206)
(-0.238053,  0.000000,  0.233534),  (0.050560,  0.914096)
(-0.346888,  0.000000,  0.086492),  (0.095617,  0.939605)
(-0.346888,  0.000000,  -0.095262),  (0.148024,  0.964637)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.500000,  0.106833,  0.142657),  (0.110050,  0.903083)
(-0.346888,  0.000000,  0.086492),  (0.095617,  0.939605)
(-0.346888,  0.000000,  -0.095262),  (0.148024,  0.964637)
(-0.238054,  0.000000,  -0.242303),  (0.206293,  0.983406)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.500000,  0.106833,  -0.151427),  (0.161584,  0.928468)
(-0.346888,  0.000000,  -0.095262),  (0.148024,  0.964637)
(-0.238054,  0.000000,  -0.242303),  (0.206293,  0.983406)
(-0.052550,  0.003354,  -0.318246),  (0.271515,  0.990704)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.323902,  0.106833,  -0.389345),  (0.217314,  0.945204)
(-0.238054,  0.000000,  -0.242303),  (0.206293,  0.983406)
(-0.052550,  0.003354,  -0.318246),  (0.271515,  0.990704)
(0.236043,  0.009664,  -0.295839),  (0.355676,  0.978990)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(-0.052550,  0.122761,  -0.500000),  (0.274966,  0.947700)
(-0.052550,  0.003354,  -0.318246),  (0.271515,  0.990704)
(0.236043,  0.009664,  -0.295839),  (0.355676,  0.978990)
(0.344878,  0.009664,  -0.148797),  (0.417003,  0.960164)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(0.305824,  0.101442,  -0.442881),  (0.346708,  0.946217)
(0.236043,  0.009664,  -0.295839),  (0.355676,  0.978990)
(0.344878,  0.009664,  -0.148797),  (0.417003,  0.960164)
(0.345136,  0.009664,  0.086492),  (0.479135,  0.925057)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.481922,  0.101442,  -0.204962),  (0.403557,  0.929709)
(0.344878,  0.009664,  -0.148797),  (0.417003,  0.960164)
(0.345136,  0.009664,  0.086492),  (0.479135,  0.925057)
(0.238708,  0.009664,  0.262081),  (0.525059,  0.888058)
(0.308489,  0.101442,  0.409123),  (0.511782,  0.852495)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.482180,  0.101442,  0.142657),  (0.464174,  0.893628)
(0.345136,  0.009664,  0.086492),  (0.479135,  0.925057)
