(2.700000,  2.507485,  -1.292522),  (0.117855,  0.237919)
(-2.700000,  2.507485,  -1.292522),  (0.117855,  0.191848)
(-2.700000,  0.048969,  -1.292522),  (0.146199,  0.191848)
(2.700000,  2.507485,  -1.292522),  (0.117855,  0.237919)
(-2.700000,  0.048969,  -1.292522),  (0.146199,  0.191848)
(2.700000,  0.048969,  -1.292522),  (0.146199,  0.237919)
(-2.700000,  2.507485,  1.494585),  (0.452793,  0.372269)
(-2.700000,  0.048969,  -1.292522),  (0.995813,  0.219274)
(-2.700000,  2.507485,  -1.292522),  (0.995813,  0.372269)
(-2.700000,  0.048969,  -1.292522),  (0.995813,  0.219274)
(-2.700000,  2.507485,  1.494585),  (0.452793,  0.372269)
(-2.700000,  0.048969,  1.494585),  (0.452793,  0.219274)
(2.700000,  2.507485,  1.494585),  (0.454145,  0.209829)
(2.700000,  2.507485,  -1.292522),  (0.997166,  0.209829)
(2.700000,  0.048969,  -1.292522),  (0.997166,  0.056833)
(2.700000,  2.507485,  1.494585),  (0.454145,  0.209829)
(2.700000,  0.048969,  -1.292522),  (0.997166,  0.056833)
(2.700000,  0.048969,  1.494585),  (0.454145,  0.056833)
(2.700000,  0.048969,  1.494585),  (0.109915,  0.044437)
(2.700000,  0.048969,  -1.292522),  (0.109915,  0.150912)
(-2.700000,  0.048969,  -1.292522),  (0.063845,  0.150912)
(-2.700000,  0.048969,  -1.292522),  (0.063845,  0.150912)
(-2.700000,  0.048969,  1.494585),  (0.063845,  0.044437)
(2.700000,  0.048969,  1.494585),  (0.109915,  0.044437)
(2.700000,  2.507485,  1.494585),  (0.399795,  0.321388)
(-2.700000,  0.048969,  1.494585),  (0.164838,  0.176833)
(-2.700000,  2.507485,  1.494585),  (0.164838,  0.321388)
(-2.700000,  0.048969,  1.494585),  (0.164838,  0.176833)
(2.700000,  2.507485,  1.494585),  (0.399795,  0.321388)
(2.700000,  0.048969,  1.494585),  (0.399795,  0.176833)
(0.016398,  2.651031,  1.493296),  (0.469767,  0.388972)
(0.016398,  2.651031,  -1.292522),  (0.469767,  0.988944)
(0.711487,  2.646130,  1.493296),  (0.506864,  0.388972)
(0.711487,  2.646130,  1.493296),  (0.506864,  0.388972)
(0.016398,  2.651031,  -1.292522),  (0.469767,  0.988944)
(0.711487,  2.646130,  -1.292522),  (0.506864,  0.988944)
(0.711487,  2.646130,  1.493296),  (0.506864,  0.388972)
(0.711487,  2.646130,  -1.292522),  (0.506864,  0.988944)
(1.359203,  2.631774,  1.493296),  (0.541432,  0.388972)
(1.359203,  2.631774,  1.493296),  (0.541432,  0.388972)
(0.711487,  2.646130,  -1.292522),  (0.506864,  0.988944)
(1.359203,  2.631774,  -1.292522),  (0.541432,  0.988944)
(1.359203,  2.631774,  1.493296),  (0.541432,  0.388972)
(1.359203,  2.631774,  -1.292522),  (0.541432,  0.988944)
(1.915432,  2.608931,  1.493296),  (0.571118,  0.388972)
(1.915432,  2.608931,  1.493296),  (0.571118,  0.388972)
(1.359203,  2.631774,  -1.292522),  (0.541432,  0.988944)
(1.915432,  2.608931,  -1.292522),  (0.571118,  0.988944)
(1.915432,  2.608931,  1.493296),  (0.571118,  0.388972)
(1.915432,  2.608931,  -1.292522),  (0.571118,  0.988944)
(2.342225,  2.579166,  1.493296),  (0.593897,  0.388972)
(2.342225,  2.579166,  1.493296),  (0.593897,  0.388972)
(1.915432,  2.608931,  -1.292522),  (0.571118,  0.988944)
(2.342225,  2.579166,  -1.292522),  (0.593897,  0.988944)
